id,name,co_authors,papers,num_co_authors,num_papers,community
249694,Celso Alberto Saibel Santos,"['59750', '80000', '80001', '148477', '234944', '238547', '417054', '463904', '463905', '1003054', '1040009', '1399594', '1404785', '1430689', '1442676', '1516780', '1645963']","['573698886e3b12023e74756d', '573697c46e3b12023e6a4f99', '57d06402ac44367354298d84', '573695b86e3b12023e4d4bc0', '573698026e3b12023e6dbb55', '573698026e3b12023e6dbb39', '555037917cea80f95418fce1', '573696f06e3b12023e5ed53c', '573697256e3b12023e617910', '573698026e3b12023e6dbb71', '555037917cea80f95418f85f', '573698026e3b12023e6dbaed', '573698886e3b12023e7475af', '573698526e3b12023e71a0bb', '573697f26e3b12023e6ccf63']",17,15,7793.0
256485,Chansup Byun,"['52336', '107892', '108014', '108468', '114099', '122462', '135151', '196518', '196549', '208766', '261439', '281186', '283369', '360162', '368777', '382498', '493704', '535471', '582819', '765586', '820234', '853806', '908753', '911982', '963103', '964567', '964707', '1115864', '1144204', '1145496', '1163201', '1214572', '1296240', '1322952', '1417778', '1555949', '1691012', '1730464', '1771151', '1771372', '1825610']","['573697ac6e3b12023e68f49b', '573697ac6e3b12023e68f473', '573697ac6e3b12023e68f492', '555037687cea80f954186123', '5736978b6e3b12023e6714c6', '555036d77cea80f95415d6e7', '573697ac6e3b12023e68f48b', '573697ac6e3b12023e68f49f', '5736960a6e3b12023e51dbc3', '573697ac6e3b12023e68f49e', '58d83028d649053542fe4cee', '57a4e91dac44365e35c9848c', '57a4e91dac44365e35c98caa', '58d83028d649053542fe4cf2', '57a4e91aac44365e35c978c7', '573697ac6e3b12023e68f4ab', '57a4e91dac44365e35c986c5', '573696086e3b12023e51c53b', '57d063d8ac443673542934d2', '5736960b6e3b12023e51e596', '573695ff6e3b12023e5137d8', '573696076e3b12023e51ab72', '58d83028d649053542fe4cd3', '573697636e3b12023e64abf5', '58d83028d649053542fe4d05', '555036d47cea80f95415ba68', '58d83028d649053542fe4cce', '573697ac6e3b12023e68f4a7', '58437725ac44360f1082f7ff']",41,29,6148.0
259484,Charles F. D. McCoy,"['103849', '134698', '433747', '718145', '768523', '815695', '851119', '886739', '1395960', '1451981', '1515258', '1586237', '1618450', '1718146']","['573695786e3b12023e49ab61', '573695986e3b12023e4b7c39', '573695f46e3b12023e508f3b', '573696566e3b12023e5631ab', '573696766e3b12023e582279', '573695786e3b12023e49ad3e', '573696766e3b12023e58257f', '555036bc7cea80f95414e8e9', '573695f46e3b12023e508e50']",14,9,7789.0
261439,Charles Yee,"['52336', '107892', '108014', '108468', '114099', '122462', '135151', '196518', '196549', '256485', '283369', '360162', '368777', '535471', '765586', '820234', '853806', '911982', '963103', '964567', '964707', '1115864', '1144204', '1145496', '1163201', '1214572', '1322952', '1417778', '1555949', '1691012', '1730464', '1771151', '1771372']","['573697ac6e3b12023e68f49b', '573697ac6e3b12023e68f473', '573697ac6e3b12023e68f492', '555037687cea80f954186123', '5736978b6e3b12023e6714c6', '555036d77cea80f95415d6e7', '573697ac6e3b12023e68f48b', '57a4e91dac44365e35c98caa', '57a4e91aac44365e35c978c7', '573697ac6e3b12023e68f4ab', '573696086e3b12023e51c53b', '5736960b6e3b12023e51e596', '573695ff6e3b12023e5137d8', '573696076e3b12023e51ab72', '58d83028d649053542fe4cd3', '58d83028d649053542fe4d05', '555036d47cea80f95415ba68', '58d83028d649053542fe4cce', '573697ac6e3b12023e68f4a7', '58437725ac44360f1082f7ff']",33,20,6148.0
283369,Christian Anderson,"['52336', '106536', '108468', '108962', '135151', '143082', '186029', '196549', '256485', '261439', '341884', '360162', '366696', '368777', '376446', '429332', '515389', '533257', '644855', '702233', '765586', '853806', '907717', '939092', '1038739', '1115864', '1152444', '1188499', '1235767', '1264529', '1293948', '1300366', '1322952', '1504986', '1588887', '1597862', '1771151']","['555036d77cea80f95415d6e7', '5736978b6e3b12023e6713b8', '5736987e6e3b12023e73e85b', '5736986e6e3b12023e73188a', '573697ac6e3b12023e68f4a7', '573697826e3b12023e668b45', '5736987e6e3b12023e73e4d3']",37,7,6148.0
292142,Christoph Schneeweiss,"['245476', '431693', '589221', '591149', '593051', '625155', '795679', '890169', '926373', '1363912', '1397415']","['573695916e3b12023e4b16c3', '573695916e3b12023e4b17a7', '573695ed6e3b12023e502706', '573695ed6e3b12023e502225', '573695ed6e3b12023e5022b1', '573695ed6e3b12023e5022fc', '5736964d6e3b12023e55a43c', '573695936e3b12023e4b2fc5', '573695ed6e3b12023e502083']",11,9,2159.0
293139,Christophe Lohr,"['112876', '127228', '168049', '249691', '323895', '456382', '479542', '493711', '555626', '753417', '866665', '978225', '1005672', '1191265', '1298386', '1307638', '1333421', '1337117', '1346603', '1478408', '1574746', '1689724', '1789371', '1875034']","['573697526e3b12023e63c35d', '573697f66e3b12023e6d0378', '573697ea6e3b12023e6c6347', '573698756e3b12023e736937', '58d8304bd649053542fe8fb9', '573698726e3b12023e73457b', '573697cf6e3b12023e6aeab0', '573695af6e3b12023e4cd688', '573697cf6e3b12023e6aeb66', '573695e26e3b12023e4f86a6', '57d0640bac4436735429a066', '5736984f6e3b12023e717873', '57d063adac4436735428c2f3', '58d8302ed649053542fe56ae', '573698076e3b12023e6deed5', '573697926e3b12023e6780f5', '5736985c6e3b12023e722670', '5736954f6e3b12023e47b088', '555037447cea80f95417de60', '5550378a7cea80f95418dd4c', '573695c46e3b12023e4de25b']",24,21,7793.0
295959,Christopher Lusena,"['282677', '453350', '849049', '1095517', '1531949', '1689647']","['573696126e3b12023e5247cf', '5736957e6e3b12023e4a06d9', '573696046e3b12023e517479', '573698186e3b12023e6ec56f', '573695c16e3b12023e4dc0bd', '5736988e6e3b12023e74ca62', '573698946e3b12023e74ca8b']",6,7,17944.0
297355,Christopher Viana Lima,"['112435', '578471', '753417', '1375499', '1426360', '1428261', '1622236']","['573696de6e3b12023e5dd675', '573695f06e3b12023e504ea1', '573698026e3b12023e6dbb46']",7,3,7793.0
298377,Chrysoula Tsogka,"['34893', '393808', '473442', '544637', '647242', '767936', '836645', '878781', '930063', '971388', '984533', '1160184', '1297004', '1620622', '1903173']","['5843772fac44360f108319b5', '5736963e6e3b12023e54ab9a', '5736968d6e3b12023e597e97', '573696396e3b12023e5458ca', '5736964e6e3b12023e55aa53', '555036df7cea80f95416260a', '573696396e3b12023e545864', '573696396e3b12023e5458c1', '573695ec6e3b12023e501f76', '573695ed6e3b12023e501fe8', '573696396e3b12023e545868', '573695aa6e3b12023e4c874f', '573695ec6e3b12023e501fa6', '573695ec6e3b12023e501e9f']",15,14,10998.0
306863,Claire Waast,"['26493', '170005', '195066', '221395', '226628', '327999', '428370', '442306', '454953', '706685', '708122', '957757', '1041737', '1055813', '1093354', '1138902', '1277055', '1278252', '1338080', '1377981', '1419021', '1468531', '1597918', '1627929', '1748866']","['573696fc6e3b12023e5f764e', '573696fe6e3b12023e5f8d32', '573698186e3b12023e6ec73d']",25,3,1349.0
310876,Clebson Canuto,"['80000', '80001', '249691', '1003054']","['573698886e3b12023e74765f', '573698026e3b12023e6dbbb5']",4,2,7793.0
313113,Colin A. Taylor,"['110826', '363666', '1086412', '1115250', '1127829', '1227989']","['5736985a6e3b12023e72016f', '555037087cea80f95416f665', '573698086e3b12023e6e03f8']",6,3,4065.0
319026,Craig Statchuk,"['4604', '110826', '138576', '162665', '164480', '236714', '340769', '481086', '484517', '493130', '508930', '728159', '925527', '1095867', '1128297', '1144384', '1163442', '1227989', '1291570', '1297483', '1341021', '1522221', '1522292', '1825601']","['58d8303fd649053542fe7bfb', '5843778eac44360f10844a15', '573698846e3b12023e7435a8', '573698086e3b12023e6e02ca', '58d8303fd649053542fe7bf3', '573698086e3b12023e6e01e8', '58d82fecd649053542fdc5bf', '573698086e3b12023e6e015d', '573698086e3b12023e6e00c0', '58d8303fd649053542fe7c10']",24,10,4065.0
319110,Craig W. Kirkwood,"['146090', '404634', '729155', '747783', '810952', '883288', '954947', '990990', '1116929', '1218368', '1381572', '1419443', '1591843']","['573696816e3b12023e58cf87', '573695996e3b12023e4b8220', '573696806e3b12023e58c4e1', '573695ef6e3b12023e50486f', '573695ef6e3b12023e504622', '573695a16e3b12023e4c0b7f', '5736967d6e3b12023e589321', '573696816e3b12023e58cb6d', '573695996e3b12023e4b81e9', '573696806e3b12023e58c5a8', '573696166e3b12023e5295d4', '573695f06e3b12023e5059c0', '573695996e3b12023e4b8215', '555036f37cea80f954168cd0', '573696806e3b12023e58c4e6', '573696806e3b12023e58c517', '573695996e3b12023e4b8171', '57a4e932ac44365e35c9c621', '573696816e3b12023e58cb8f']",13,19,13135.0
322482,Curtis Gittens,"['32742', '64993', '759235', '1127829', '1145776', '1276951', '1395749']","['573698286e3b12023e6fa74a', '573697d86e3b12023e6b5d2c', '555037687cea80f95418647a', '573697d86e3b12023e6b5da1']",7,4,4065.0
327999,D. Green,"['26493', '63686', '108623', '170005', '195066', '226628', '306863', '333063', '421949', '442306', '454953', '509717', '554932', '591089', '706685', '876204', '1041737', '1093354', '1117848', '1138779', '1138902', '1259927', '1277055', '1278252', '1282826', '1324911', '1361697', '1377981', '1419021', '1438038', '1459318', '1464267', '1468531', '1471983', '1494302', '1627929', '1681725', '1748866', '1833101']","['573696546e3b12023e56086a', '5736959e6e3b12023e4bd5fb', '5736978a6e3b12023e670871', '573698186e3b12023e6ec73d', '58437746ac44360f10837e56', '573696d76e3b12023e5d68b5', '5736977b6e3b12023e662902']",39,7,1349.0
328069,D. Günter Liesegang,"['190619', '392537', '419092', '422305', '593293', '625155', '671357', '711660', '803970', '830444', '1363912', '1470156', '1747143', '1748271']","['573696ec6e3b12023e5ea93a', '57d06393ac44367354288f68', '573695ed6e3b12023e502499']",14,3,2159.0
333822,D. Yuk,"['104269', '104858', '187861', '195066', '206993', '442306', '544979', '614375', '752763', '891680', '982431', '1093354', '1148707', '1176969', '1280091', '1304669', '1310331', '1459866', '1501317', '1505178', '1626638', '1784102']","['573697886e3b12023e66ea20', '573695d46e3b12023e4ec791']",22,2,1349.0
335304,Daewon Chung,"['585622', '665411', '665974', '667566', '771891', '948884', '1261667', '1604459', '1850547']","['555037657cea80f954185176', '573695ef6e3b12023e504906', '555036f77cea80f95416ad73']",9,3,10998.0
339211,Damir D. Dzhafarov,"['236532', '236850', '361966', '432269', '758721', '986424', '1250292', '1318750', '1395960', '1406385', '1420831', '1640890', '1655863']","['58d83014d649053542fe1edb', '573696266e3b12023e536bee', '573695786e3b12023e49ac55', '573697336e3b12023e6235a3', '573695986e3b12023e4b7cea', '573696756e3b12023e581eee', '573695f46e3b12023e509028', '555036d97cea80f95415f2dd', '555036f17cea80f954167d1f', '573696566e3b12023e5631af', '573695786e3b12023e49acb1', '58d82fc5d649053542fd48aa', '573696266e3b12023e536b8b']",13,13,7789.0
340769,Dan Rope,"['4604', '138576', '164480', '319026', '481086', '484517', '925527', '1163442', '1297483', '1522221', '1522292', '1825601']","['5843778eac44360f10844a15', '573698846e3b12023e7435a8', '58d8303fd649053542fe7bf3', '58d82fecd649053542fdc5bf', '573698086e3b12023e6e00c0']",12,5,4065.0
341560,Dana R. Clyman,"['731246', '1149266', '1333748', '1422051', '1485221', '1535329']","['573695a16e3b12023e4c0bb7', '573696806e3b12023e58c5aa']",6,2,13135.0
345135,Daniel Goldschmidt,"['79437', '530537', '920294', '1297483', '1415723', '1522292']","['555037607cea80f954183db8', '573698006e3b12023e6d92a1']",6,2,4065.0
346607,Daniel Knorreck,"['236052', '1005672', '1337117', '1393512', '1400100']","['573695ec6e3b12023e50159c', '5736966e6e3b12023e57af3a', '573697456e3b12023e632a19', '573698886e3b12023e747790', '573696b76e3b12023e5b9ae3']",5,5,7793.0
350320,Daniel Turetsky,"['63039', '112590', '136087', '151256', '171999', '231274', '281295', '361966', '433747', '510909', '565782', '834001', '851119', '965388', '1250370', '1263337', '1308808', '1429859', '1430270', '1515258', '1586237']","['555036d37cea80f95415a5c9', '573695f46e3b12023e508a83', '573696106e3b12023e523421', '573696266e3b12023e536d12', '555036d37cea80f95415a5b7', '573696566e3b12023e5631c9', '57a4e918ac44365e35c96fcc', '573696266e3b12023e536c5f', '573695646e3b12023e48a37d', '573696576e3b12023e563d18', '573695cd6e3b12023e4e5f84']",21,11,7789.0
360162,David Bestor,"['52336', '107892', '108014', '108468', '114099', '122462', '135151', '196518', '196549', '256485', '261439', '283369', '368777', '765586', '853806', '963103', '964567', '964707', '1115864', '1144204', '1145496', '1163201', '1322952', '1555949', '1691012', '1730464', '1771151']","['573697ac6e3b12023e68f49b', '573697ac6e3b12023e68f473', '573697ac6e3b12023e68f492', '555037687cea80f954186123', '555036d77cea80f95415d6e7', '573697ac6e3b12023e68f48b', '573697ac6e3b12023e68f49f', '573697ac6e3b12023e68f49e', '58d83028d649053542fe4cee', '57a4e91dac44365e35c9848c', '57a4e91dac44365e35c98caa', '58d83028d649053542fe4cf2', '57a4e91aac44365e35c978c7', '573697ac6e3b12023e68f4ab', '57a4e91dac44365e35c986c5', '573696086e3b12023e51c53b', '5736960b6e3b12023e51e596', '573695ff6e3b12023e5137d8', '573696076e3b12023e51ab72', '58d83028d649053542fe4cd3', '58d83028d649053542fe4d05', '555036d47cea80f95415ba68', '58d83028d649053542fe4cce', '573697ac6e3b12023e68f4a7', '58437725ac44360f1082f7ff']",27,25,6148.0
362170,David E. Bell,"['73248', '765386', '1090356', '1318532', '1320294', '1583583']","['573696816e3b12023e58c6a4', '573696816e3b12023e58d09f', '573696816e3b12023e58cfaa', '57a4e932ac44365e35c9c47d', '573695d36e3b12023e4eb502', '573696816e3b12023e58cbe9', '555036be7cea80f95414f37f', '57a4e932ac44365e35c9c55c', '555036cb7cea80f954157822', '573696656e3b12023e571af8', '573696806e3b12023e58c4ea', '57a4e932ac44365e35c9c5b1', '555036be7cea80f95414f340', '573696816e3b12023e58cdf9']",6,14,13135.0
363666,David Godwin,"['110826', '162665', '313113', '376764', '451960', '604193', '619636', '744296', '755801', '889295', '914843', '1086412', '1091258', '1115250', '1127829', '1138511', '1227989', '1345050', '1619292', '1839731', '1840001', '1878178', '1900959']","['5736985a6e3b12023e7204be', '58d82fcbd649053542fd67c2', '573695496e3b12023e476540', '58d83002d649053542fdf7b8', '573695486e3b12023e475a91', '573698086e3b12023e6e0338', '573698086e3b12023e6e03f8', '573698086e3b12023e6e0297', '573698206e3b12023e6f2e06', '573697d96e3b12023e6b77ea', '573698206e3b12023e6f3038', '573698406e3b12023e70a5ad', '5736985a6e3b12023e72082a']",23,13,4065.0
368777,David O'Gwynn,"['52336', '107892', '108468', '135151', '196549', '256485', '261439', '283369', '360162', '765586', '810218', '853806', '1115864', '1322952', '1771151']","['555036d77cea80f95415d6e7', '573697ac6e3b12023e68f48b', '573698116e3b12023e6e66a1', '573697ac6e3b12023e68f4a7', '5736976f6e3b12023e6569c7']",15,5,6148.0
378229,Deepa Nair,"['43738', '199736', '755122', '1041649', '1324703', '1384910', '1387895', '1651708']","['5736974f6e3b12023e63a974', '573696e96e3b12023e5e7c79']",8,2,4065.0
381481,Denis R. Hirschfeldt,"['112590', '143210', '171999', '175196', '236532', '510909', '541174', '760539', '806815', '834001', '851119', '910067', '928125', '1250370', '1301345', '1308808', '1395562', '1395960', '1406385', '1420831', '1429859', '1430270', '1451981', '1452312', '1493671', '1497229', '1506957', '1515243', '1586237', '1676344', '1718146', '1750557']","['573697336e3b12023e623594', '573695f46e3b12023e508999', '573695f36e3b12023e5082e1', '5736988c6e3b12023e74afa3', '58d83014d649053542fe1ed9', '5843771fac44360f1082e996', '573696756e3b12023e58205d', '573696af6e3b12023e5b3279', '5736976e6e3b12023e6553a1', '573695f46e3b12023e508f41', '573695f36e3b12023e5084d1', '573696266e3b12023e536d69', '573696566e3b12023e5631b4', '573696796e3b12023e585655', '5736987d6e3b12023e73d5fe', '573695f46e3b12023e508dbb', '5736969e6e3b12023e5a6a1d', '573696576e3b12023e563c69', '573695f36e3b12023e50847c', '573696266e3b12023e536c94', '5736967c6e3b12023e5888fe', '573697336e3b12023e6235e3', '573696756e3b12023e5820fb', '573696266e3b12023e536d75', '573696af6e3b12023e5b3215', '573695f46e3b12023e5089b7', '573695f46e3b12023e508f68', '573696566e3b12023e5631bc', '573696756e3b12023e581fa5', '573695f46e3b12023e508e2f', '5736988d6e3b12023e74bdc6', '573696796e3b12023e585665']",32,32,7789.0
389701,Dibyahash Bordoloi,"['151556', '387765', '448736', '1018858']","['5736985d6e3b12023e723cc6', '5736976a6e3b12023e651fbd', '555037747cea80f95418831f']",4,3,7102.0
393278,Diman Ghazi,"['155223', '388394', '485827', '771533', '1579121', '1875035']","['555037b37cea80f954196a1d', '5736963c6e3b12023e548cca', '573698196e3b12023e6ecc5d', '58437777ac44360f1083f91c', '555037b37cea80f954196a56', '573698086e3b12023e6e0268']",6,6,4065.0
395361,Dinesh Kumar Madan,"['683675', '942448', '1050200', '1524592']","['573695c96e3b12023e4e3316', '573695ee6e3b12023e502e9e']",4,2,7102.0
397932,Dirk Siefkes,"['54187', '145868', '190437', '549563', '711735', '958744', '1305841']","['5736987d6e3b12023e73d52e', '5736988a6e3b12023e748db1', '5736988b6e3b12023e74947d', '573697dc6e3b12023e6ba6a3', '573695986e3b12023e4b7725', '573698206e3b12023e6f3481', '573697216e3b12023e61461a', '5736954e6e3b12023e47a577', '5736988d6e3b12023e74b7bd', '5736973d6e3b12023e62c243', '58d82fc1d649053542fd430c', '573697216e3b12023e6140b1', '5736964b6e3b12023e557aac', '5736973d6e3b12023e62c7ad', '58d82facd649053542fd0f9c', '573697216e3b12023e61436c', '573696e16e3b12023e5e0679', '5736987d6e3b12023e73d883', '573695636e3b12023e489521']",7,19,17944.0
404634,Donald L. Keefer,"['52753', '81756', '107555', '108199', '111291', '263397', '319110', '322782', '363787', '375555', '472094', '571350', '613969', '655190', '729155', '746102', '758328', '848053', '906051', '970698', '1224097', '1328646', '1353984', '1383175', '1550292', '1586019', '1591843', '1601878', '1756261', '1756271', '1783705']","['573695996e3b12023e4b8220', '573696816e3b12023e58ce36', '58437713ac44360f1082d0d5', '573695a16e3b12023e4c0c82', '573695a16e3b12023e4c0a50', '573695a16e3b12023e4c0aad', '58437713ac44360f1082d0cd', '573695a16e3b12023e4c0bf3', '573695a16e3b12023e4c0b03', '573695a16e3b12023e4c0c1a', '555036c27cea80f954152bc4', '573696816e3b12023e58d0fd', '555036c27cea80f954152c1a', '573696816e3b12023e58c8d4', '58437713ac44360f1082d081', '58437713ac44360f1082d0d2', '555036c27cea80f954152bdd', '555036c27cea80f954152c3b', '573695996e3b12023e4b8171', '5736958d6e3b12023e4ad999', '555036c27cea80f954152c52']",31,21,13135.0
415614,Durgaprasad Gangodkar,"['120612', '582634', '1285832', '1346967', '1390255', '1458735', '1474501', '1731307', '1738767']","['573696c66e3b12023e5c68e2', '573696ab6e3b12023e5b0043', '57a4e912ac44365e35c965ad', '573696936e3b12023e59d119', '555036c67cea80f9541547e7']",9,5,7102.0
417054,Díferson Machado,"['148477', '249691', '249694', '1268770']","['573698526e3b12023e71a0bb', '573698886e3b12023e74764a']",4,2,7793.0
422305,E. Unsin,"['190619', '328069', '392537', '419092', '586899', '587371', '593293', '593994', '594026', '671357', '711660', '803970', '870447', '877731', '1319564', '1363912', '1624399', '1746431', '1748271']","['57d06393ac44367354288f5d', '57d06393ac44367354288f68']",19,2,2159.0
427610,Eduardo M. D. Marques,"['829145', '1307638', '1385882', '1403953', '1640509']","['573697f16e3b12023e6cb5a4', '5736976e6e3b12023e6551b2', '555037337cea80f954179b3d', '573697f96e3b12023e6d2cdd']",5,4,7793.0
428370,Edward A. Epstein,"['28740', '87527', '194700', '221395', '246608', '306863', '346539', '368594', '393615', '456792', '522937', '533449', '708122', '742072', '766800', '808372', '957757', '1090348', '1093354', '1182371', '1278293', '1289475', '1338080', '1499193', '1597918', '1709011']","['573696fe6e3b12023e5f8d32', '573695f96e3b12023e50d32a', '573696fd6e3b12023e5f859b', '573697006e3b12023e5fa54b', '573697006e3b12023e5fac48', '573696fd6e3b12023e5f828d']",26,6,1349.0
431693,Egon F. Kasper,"['7925', '292142', '587371', '589221', '591149', '594505', '625155', '795679', '877606', '890169', '1324765', '1363912', '1397415', '1704799', '1747143']","['573695ed6e3b12023e50243e', '573695ed6e3b12023e502083']",15,2,2159.0
433747,Ekaterina B. Fokina,"['63039', '103849', '109919', '112590', '134698', '151047', '171999', '230778', '259484', '350320', '692897', '806815', '851119', '1263337', '1308808', '1451981', '1495598', '1515258', '1618450', '1714553', '1718146', '1768595']","['5736979b6e3b12023e681262', '573695f46e3b12023e509049', '573697336e3b12023e6236d6', '573695f46e3b12023e509269', '573696266e3b12023e536b4c', '573695786e3b12023e49ab67', '573695e46e3b12023e4fa300', '573695f46e3b12023e508c7f', '57a4e918ac44365e35c96fcc', '573696766e3b12023e5822f7', '573696576e3b12023e563d07', '573697336e3b12023e6237d0', '573696766e3b12023e58247c', '573695f46e3b12023e508e50']",22,14,7789.0
438299,Elie Bretin,"['23090', '594969', '665411', '785417', '836645', '966215', '1336674', '1561210', '1733773', '1765387', '1903167']","['573696976e3b12023e5a0a2f', '5736964d6e3b12023e55a60a', '573696396e3b12023e545896', '573696976e3b12023e5a07b2', '57d0637cac44367354287b89']",11,5,10998.0
448169,Emmanuel Bossy,"['438377', '594969', '665411', '836645', '966215', '1206922', '1270820', '1271020', '1428963', '1619670', '1660354', '1733773', '1744820', '1843879']","['5736968d6e3b12023e597dc4', '573697886e3b12023e66e382', '573696976e3b12023e5a0547', '573696976e3b12023e5a071a', '58d82fc8d649053542fd5cb2']",14,5,10998.0
448736,Emmanuel S. Pilli,"['43362', '92877', '94911', '143188', '157532', '159506', '387765', '389701', '635417', '1018858', '1041295', '1186856', '1249394', '1347520', '1348775', '1371656', '1379975', '1384751', '1384763', '1606286', '1645512', '1705066', '1730827', '1736150']","['573696db6e3b12023e5db0e9', '573696196e3b12023e52afff', '5736982e6e3b12023e6ff6c5', '58d82fc1d649053542fd40af', '555037197cea80f954173272', '573698556e3b12023e71c586', '5736982e6e3b12023e6ff6f3', '555037747cea80f95418831f', '58d82ff6d649053542fdd37d', '58d82ffed649053542fded36', '573696516e3b12023e55ecce', '573697076e3b12023e6018f8', '573696bf6e3b12023e5c065e', '58437789ac44360f10843e4b', '573697a86e3b12023e68c93b', '57d06406ac44367354299e3b']",24,16,7102.0
450754,Enrico Diecidue,"['57417', '73248', '162766', '372131', '545510', '603104', '650034', '703105', '744290', '747783', '806243', '911610', '954947', '1187412', '1246456', '1323465', '1377997', '1428839', '1707285', '1727162', '1765526']","['573695996e3b12023e4b823b', '573695806e3b12023e4a1763', '573695996e3b12023e4b823d', '573695676e3b12023e48c7a3', '573695806e3b12023e4a15b3', '573696246e3b12023e534eb9']",21,6,13135.0
451960,Enzo Cialini,"['21949', '70962', '110788', '110826', '162665', '162668', '205924', '221047', '363666', '1126336', '1127829', '1227989', '1619292', '1900959']","['573695486e3b12023e475a91', '573695736e3b12023e496a7d', '555037417cea80f95417cbf2', '5736970f6e3b12023e608794', '573698406e3b12023e70a5ad', '5736985a6e3b12023e72082a']",14,6,4065.0
456136,Eric Robinson,"['27994', '49728', '71426', '105465', '107373', '122462', '209180', '324566', '346728', '364985', '367554', '372918', '458640', '539549', '555686', '601695', '757102', '757368', '816219', '830935', '835579', '836097', '853806', '869193', '914759', '1002604', '1040552', '1097384', '1147088', '1152568', '1157675', '1196131', '1214572', '1214578', '1322952', '1414052', '1420620', '1421599', '1439578', '1492567', '1492897', '1504698', '1577607', '1593278', '1595674', '1706143', '1708732', '1737820', '1773076', '1776384']","['555037ba7cea80f9541977d7', '573696b26e3b12023e5b4c9f', '573696056e3b12023e518441', '555036f77cea80f95416afaf', '573695506e3b12023e47bd99', '5736974d6e3b12023e639354', '5736969c6e3b12023e5a5177', '573695886e3b12023e4a920a', '573697296e3b12023e61aa8f', '573697406e3b12023e62e518', '573697666e3b12023e64d7ac', '5736985a6e3b12023e72021f', '5736974e6e3b12023e6395f5', '5736974e6e3b12023e6394d8', '573697636e3b12023e64a69d', '5736974e6e3b12023e639556', '573697406e3b12023e62e4f3']",50,17,6148.0
460279,Erman Coskun,"['196370', '1091391', '1091524', '1137441', '1483270', '1903110']","['58d82fe4d649053542fdac30', '5736961d6e3b12023e52f38a', '573697be6e3b12023e69f8d1', '5736977e6e3b12023e6650ef', '5736963b6e3b12023e548277', '58d82fe0d649053542fda243', '573696bd6e3b12023e5be9cc', '573696be6e3b12023e5bf6d8']",6,8,13135.0
466676,EunJoo Kim,"['567326', '594969', '665411', '858538', '885186', '948884', '1149978', '1165773']","['573696316e3b12023e53ee5c', '57d0637cac44367354287d0a', '573696976e3b12023e5a0457', '573696976e3b12023e5a0b23', '5736964e6e3b12023e55abc0', '5736964e6e3b12023e55a9d0']",8,6,10998.0
477398,Fabian Lipp,"['65252', '66560', '284637', '286681', '557475', '561101', '677487', '734729', '772111', '804805', '940488', '1093296', '1125248', '1253313', '1263370', '1299113', '1319404', '1322776', '1331449', '1473313', '1595666', '1601583', '1660299']","['555037d67cea80f95419c302', '573697ae6e3b12023e691b86', '57d06393ac44367354288bff', '58d83051d649053542fea25e', '57a4e91aac44365e35c97d06', '573698826e3b12023e7424d3', '57a4e921ac44365e35c98f7c', '58d83051d649053542fea262', '573696616e3b12023e56e247', '58d83051d649053542fea273', '58437722ac44360f1082f145', '58d83051d649053542fea25b', '58437722ac44360f1082ef46', '57a4e91dac44365e35c989b9']",23,14,17944.0
484517,Farhana H. Zulkernine,"['4604', '12747', '100367', '150342', '152537', '163211', '164480', '191647', '280647', '319026', '340769', '346921', '359948', '491458', '531438', '730791', '741236', '763046', '839297', '909066', '926029', '1025696', '1063249', '1081424', '1139690', '1163442', '1273686', '1297483', '1335193', '1411571', '1415723', '1514831', '1522292', '1559416', '1644746', '1696147', '1764678', '1765221', '1833413', '1897883']","['573698846e3b12023e7435fa', '573697fd6e3b12023e6d6549', '5736970f6e3b12023e6079d7', '5736973c6e3b12023e62b9d0', '58d8303fd649053542fe7c14', '5736970b6e3b12023e604e74', '573695846e3b12023e4a5d4c', '58d8300dd649053542fe0dae', '573698086e3b12023e6e00c0', '573696aa6e3b12023e5af70c', '573697cf6e3b12023e6aef66', '58d8301ad649053542fe2877', '573697136e3b12023e60aeb6', '58d8303fd649053542fe7c1c', '5736970b6e3b12023e604c3c', '5736988b6e3b12023e7499b7', '58d83051d649053542fe9d39', '573695f36e3b12023e5080ce', '5736977c6e3b12023e66351a', '573698086e3b12023e6e037d', '573697376e3b12023e627a11']",40,21,4065.0
491360,Felix Weiss,"['145520', '191543', '1095517', '1151356', '1581524', '1666431', '1742562']","['573696136e3b12023e525fd0', '5736960c6e3b12023e51fa65', '573696046e3b12023e517816', '5736987d6e3b12023e73d0b0', '573695446e3b12023e47250b', '573696126e3b12023e524903', '573696426e3b12023e54f61a', '555036be7cea80f95414fd75']",7,8,17944.0
491362,Felix Weiß,"['145520', '1095517', '1151356', '1581524', '1666431']","['573696db6e3b12023e5db10a', '5736976e6e3b12023e6553ac', '573698496e3b12023e711ed1']",5,3,17944.0
493756,Feriel Ben Abdallah,"['278078', '1005672', '1197538', '1371410']","['5550378a7cea80f95418dd83', '573697c06e3b12023e6a0e4e']",4,2,7793.0
494702,Fernando Guevara Vasquez,"['58340', '186928', '544637', '717126', '863786', '984533', '1295674']","['555036c57cea80f9541540af', '555036f17cea80f954168199', '573696396e3b12023e545784', '57a4e937ac44365e35c9cff9', '573696396e3b12023e545890']",7,5,10998.0
508608,Frank Binkowski,"['100769', '100794', '587077', '628196', '928910', '1558571', '1707082', '1779818']","['573698416e3b12023e70b017', '573695cb6e3b12023e4e5315']",8,2,17944.0
