id,year,venue,out_d,in_d,title
5736973d6e3b12023e62c7ad,1997,Foundations of Computer Science: Potential - Theory - Cognition,1,0,Computer Science as Cultural Development: Toward a Broader Theory.
5736973e6e3b12023e62d3ac,2006,MDM,1,0,Data Stream Query Optimization Across System Boundaries of Server and Sensor Network.
5736973e6e3b12023e62d404,2006,MDM,1,0,SOGOS - A Distributed Meta Level Architecture for the Self-Organizing Grid of Services.
5736973e6e3b12023e62d5ea,2006,MDM,1,0,Operator Allocation in Borealis with Integrated Sensor Network Query Processors.
5736973e6e3b12023e62d7c2,1972,International Sympoisum on Theoretical Programming,1,0,Configurable computers: a new class of general purpose machines.
5736973f6e3b12023e62dd98,1988,CAAP,1,0,On Counting and Approximation.
5736973f6e3b12023e62dff3,2001,IWDC,1,0,Towards a New Generation of Generic Transport Protocols.
5736973f6e3b12023e62e098,2005,IWDC,1,0,A Memory Efficient Fast Distributed Real Time Commit Protocol.
5736973f6e3b12023e62e0b0,2004,IWDC,1,0,Network Management System Using Web Server Controlled Mobile Agents.
5736973f6e3b12023e62e0b6,2005,IWDC,1,0,Efficient Mobility Management for Cache Invalidation in Wireless Mobile Environment.
5736973f6e3b12023e62e0d1,2005,IWDC,1,0,Planning in a Distributed System.
5736973f6e3b12023e62e0d2,2005,IWDC,1,0,Performance Comparison of Majority Voting with ROWA Replication Method over PlanetLab.
573697406e3b12023e62e54e,2015,Critical Infrastructure Protection,1,0,Industrial Control System Fingerprinting and Anomaly Detection.
573697416e3b12023e62f976,2011,VTC Fall,1,0,Car2X Communication: Securing the Last Meter - A Cost-Effective Approach for Ensuring Trust in Car2X Applications Using In-Vehicle Symmetric Cryptography.
573697416e3b12023e62fb7d,2011,VTC Fall,1,0,A Formal Methodology Applied to Secure Over-the-Air Automotive Applications.
573697436e3b12023e631207,2010,TRIDENTCOM,1,0,Measurement Architectures for Network Experiments with Disconnected Mobile Nodes.
573697436e3b12023e631234,2011,TRIDENTCOM,1,0,A Portal to Support Rigorous Experimental Methodology in Networking Research.
573697436e3b12023e63127a,2010,TRIDENTCOM,1,0,From Learning to Researching - Ease the Shift through Testbeds.
573697436e3b12023e63129e,2012,TRIDENTCOM,1,0,Experimentation in Heterogeneous European Testbeds through the Onelab Facility: The Case of PlanetLab Federation with the Wireless NITOS Testbed.
573697436e3b12023e6312ef,2012,TRIDENTCOM,1,0,Cross-Testbed Experimentation Using the Planetlab-NITOS Federation.
573697446e3b12023e6317f2,2013,Trends in Functional Programming,1,0,Control-Flow Analysis with SAT Solvers.
573697446e3b12023e631801,2010,Trends in Functional Programming,1,0,Hygienic Macros for ACL2.
573697446e3b12023e631861,2011,Trends in Functional Programming,1,0,Functional High Performance Financial IT.
573697446e3b12023e63186e,2013,Trends in Functional Programming,1,0,A Survey of Polyvariance in Abstract Interpretations.
573697446e3b12023e631887,2010,Trends in Functional Programming,1,0,Evaluating Call-by-Need on the Control Stack.
573697446e3b12023e631d13,2014,AMLTA,1,0,A Hybrid Chaos and Fuzzy C-Means Clustering Technique for Watermarking Authentication.
573697446e3b12023e631d3a,2014,AMLTA,1,0,EHR Data Preparation for Case Based Reasoning Construction.
573697446e3b12023e631d4e,2014,AMLTA,1,0,MRI Brain Tumor Segmentation System Based on Hybrid Clustering Techniques.
573697446e3b12023e631d67,2014,AMLTA,1,0,A Framework for Ovarian Cancer Diagnosis Based on Amino Acids Using Fuzzy-Rough Sets with SVM.
573697456e3b12023e631efb,2004,ANTS,1,0,On the Complexity of Computing Units in a Number Field.
573697456e3b12023e631f22,2013,EWSDN,1,0,Exploiting OpenFlow Resources towards a Content-Centric LAN.
573697456e3b12023e632a19,2010,NOTERE,1,0,Formal System-level Design Space Exploration.
573697476e3b12023e633d90,1992,INFOCOM,1,0,Quad Tree: A Cost-Effective Fault-Tolerant Multistage Interconnection Network.
573697476e3b12023e633ebe,2013,INFOCOM,1,0,On the impact of disorder on dynamic network navigation.
573697486e3b12023e63484e,2013,INFOCOM,1,0,Into the Moana1 - Hypergraph-based network layer indirection.
573697496e3b12023e635520,1991,INFOCOM,1,0,Fault Tolerant Double Tree Multistage Interconnection Network.
5736974a6e3b12023e635a54,2006,IFIP TCS,1,0,Variations on an Ordering Theme with Constraints.
5736974a6e3b12023e635c21,1995,COCOON,1,0,Efficient Parallel Algorithms for some Tree Layout Problems.
5736974a6e3b12023e635c39,2008,COCOON,1,0,The Orbit Problem Is in the GapL Hierarchy.
5736974a6e3b12023e635cbc,2005,COCOON,1,0,Randomized Quicksort and the Entropy of the Random Source.
5736974a6e3b12023e635cc5,1995,COCOON,1,0,Sets Computable in Polynomial Time on Average.
5736974a6e3b12023e635e44,2010,COCOON,1,0,Tile-Packing Tomography Is \mathbbNP{\mathbb{NP}}-hard.
5736974a6e3b12023e635f08,2011,COCOON,1,0,Canonizing Hypergraphs under Abelian Group Action.
5736974a6e3b12023e635f26,1996,COCOON,1,0,A Note on the Self-Witnessing Property of Computational Problems.
5736974a6e3b12023e635f5b,2006,COCOON,1,0,The Complexity of Black-Box Ring Problems.
5736974a6e3b12023e636242,2008,ISVLSI,1,0,Memory Power Modeling - A Novel Approach.
5736974b6e3b12023e6366c0,2015,Conf. Computing Frontiers,1,0,PHP-sensor: a prototype method to discover workflow violation and XSS vulnerabilities in PHP web applications.
5736974b6e3b12023e6367a8,2015,WCI,1,0,Entropy based content filtering for Mobile Web Page Adaptation.
5736974b6e3b12023e6367ad,2015,WCI,1,0,A Web Metric Collection and Reporting System.
5736974b6e3b12023e6367fe,2015,WCI,1,0,Prioritization of Classes for Refactoring: A Step towards Improvement in Software Quality.
5736974b6e3b12023e636801,2015,WCI,1,0,Comparative Study of Personality Models in Software Engineering.
5736974b6e3b12023e6369d4,2009,ICDAR,1,0,Retrieval of the Ornaments from the Hand-Press Period: An Overview.
5736974b6e3b12023e6369e2,2013,ICDAR,1,0,A Fast Word Retrieval Technique Based on Kernelized Locality Sensitive Hashing.
5736974b6e3b12023e6369ec,2013,ICDAR,1,0,Alpha*-Approximated Delaunay Triangulation Based Descriptors for Handwritten Character Recognition.
5736974b6e3b12023e636a27,2005,ICDAR,1,0,Clustering document images using a bag of symbols representation.
5736974b6e3b12023e636a90,2013,ICDAR,1,0,Document Classification in a Non-stationary Environment: A One-Class SVM Approach.
5736974b6e3b12023e636aab,2011,HIP@ICDAR,1,0,Linking the past: discovering historical social networks from documents and linking to a genealogical database.
5736974b6e3b12023e636ab2,1993,ICDAR,1,0,Attributes extraction for French map interpretation.
5736974b6e3b12023e636b55,2015,ICDAR,1,0,Visual graph analysis for quality assessment of manually labelled documents image database.
5736974b6e3b12023e636b70,2015,ICDAR,1,0,Semantic Label and Structure Model based Approach for Entity Recognition in Database Context.
5736974b6e3b12023e636bae,2015,ICDAR,1,0,Performance evaluation of DTW and its variants for word spotting in degraded documents.
5736974b6e3b12023e636bb0,1997,ICDAR,1,0,Algorithms for the Hydrographic Network Names Association on Geographic Maps.
5736974b6e3b12023e636bf5,2013,HIP@ICDAR,1,0,Texture feature evaluation for segmentation of historical document images.
5736974b6e3b12023e636c7c,2013,ICDAR,1,0,Quality Evaluation of Ancient Digitized Documents for Binarization Prediction.
5736974b6e3b12023e636ca8,2015,ICDAR,1,0,A structural signature based on texture for digitized historical book page categorization.
5736974b6e3b12023e636d17,2013,ICDAR,1,0,A System Based on Intrinsic Features for Fraudulent Document Detection.
5736974b6e3b12023e636d23,2003,ICDAR,1,0,Confidence-Scoring Post-Processing for Off-Line Handwritten-Character Recognition Verification.
5736974b6e3b12023e636d34,2009,ICDAR,1,0,Symbol Detection Using Region Adjacency Graphs and Integer Linear Programming.
5736974b6e3b12023e636d47,2007,ICDAR,1,0,Automatic Ground-truth Generation for Document Image Analysis and Understanding.
5736974b6e3b12023e636d6d,2013,ICDAR,1,0,Logo Detection Using Painting Based Representation and Probability Features.
5736974b6e3b12023e636deb,2013,HIP@ICDAR,1,0,An efficient parametrization of character degradation model for semi-synthetic image generation.
5736974b6e3b12023e636dfe,2011,ICDAR,1,0,Document Recto-verso Registration Using a Dynamic Time Warping Algorithm.
5736974b6e3b12023e636e0c,2001,ICDAR,1,0,Creating Word-Level Language Models for Handwriting Recognition.
5736974b6e3b12023e636e84,1997,ICDAR,1,0,From Acquisition to Modelisation of a Form Base to Retrieve Information.
5736974b6e3b12023e636eaf,2001,ICDAR,1,0,Adaptive Technology for Mail-Order Form Segmentation.
5736974b6e3b12023e636eb9,1999,ICDAR,1,0,Image Sorting - Image Classification: A Global Approach.
5736974b6e3b12023e636ecc,2013,ICDAR,1,0,Robust Symbol Localization Based on Junction Features and Efficient Geometry Consistency Checking.
5736974b6e3b12023e636ef6,2003,ICDAR,1,0,"Symbols Recognition by Global-Local Structural Approaches, Based on the Scenarios Use, and with a XML Representation of Data."
5736974b6e3b12023e636f56,2007,ICDAR,1,0,A Colour Document Interpretation: Application to Ancient Cadastral Maps.
5736974b6e3b12023e636f9e,2015,ICDAR,1,0,Let's be done with thresholds!
5736974b6e3b12023e636ff1,2013,ICDAR,1,0,A Pixel Labeling Approach for Historical Digitized Books.
5736974b6e3b12023e636ffe,2005,ICDAR,1,0,Text/Graphic labelling of Ancient Printed Documents.
5736974b6e3b12023e637004,1999,ICDAR,1,0,Multi-scaled and Multi-oriented Character Recognition: An Original Strategy.
5736974b6e3b12023e637073,2009,ICDAR,1,0,Multi-Oriented and Multi-Sized Touching Character Segmentation Using Dynamic Programming.
5736974c6e3b12023e63712d,2009,ICDAR,1,0,Steerable Pyramid Based Complex Documents Images Segmentation.
5736974c6e3b12023e63717a,2015,ICDAR,1,0,Exemplary Sequence Cardinality: An effective application for word spotting.
5736974c6e3b12023e6371e8,2015,ICDAR,1,0,Unsupervised word spotting using a graph representation based on invariants.
5736974c6e3b12023e6371f9,2007,ICDAR,1,0,Three decision levels strategy for Arabic and Latin texts differentiation in printed and handwritten natures.
5736974c6e3b12023e637233,2013,ICDAR,1,0,Semi-synthetic Document Image Generation Using Texture Mapping on Scanned 3D Document Shapes.
5736974c6e3b12023e637271,2015,ICDAR,1,0,Multiresolution approach based on adaptive superpixels for administrative documents segmentation into color layers.
5736974c6e3b12023e63727d,2015,ICDAR,1,0,A proposal of a document image reading-life log based on document image retrieval and eyetracking.
5736974c6e3b12023e6372d5,2011,ICDAR,1,0,Document Images Indexing with Relevance Feedback: An Application to Industrial Context.
5736974c6e3b12023e6372d7,2015,ICDAR,1,0,One-shot field spotting on colored forms using subgraph isomorphism.
5736974c6e3b12023e637344,2009,ICDAR,1,0,Arabic and Latin Script Identification in Printed and Handwritten Types Based on Steerable Pyramid Features.
5736974c6e3b12023e63736e,2015,ICDAR,1,0,Automatic annotation extension and classification of documents using a probabilistic graphical model.
5736974c6e3b12023e637380,2009,ICDAR,1,0,A Symbol Spotting Approach Based on the Vector Model and a Visual Vocabulary.
5736974c6e3b12023e63739d,2013,ICDAR,1,0,ICDAR 2013 Music Scores Competition: Staff Removal.
5736974c6e3b12023e637425,2013,ICDAR,1,0,Invariants Extraction Method Applied in an Omni-language Old Document Navigating System.
5736974c6e3b12023e63744d,2009,ICDAR,1,0,Vector Representation of Graphs: Application to the Classification of Symbols and Letters.
5736974c6e3b12023e637454,2015,HIP@ICDAR,1,0,Learning Texture Features for Enhancement and Segmentation of Historical Document Images.
5736974c6e3b12023e637466,2013,ICDAR,1,0,Field Extraction from Administrative Documents by Incremental Structural Templates.
5736974c6e3b12023e637476,2013,HIP@ICDAR,1,0,Generation of learning samples for historical handwriting recognition using image degradation.
5736974c6e3b12023e63748b,2009,ICDAR,1,0,"Modeling, Classifying and Annotating Weakly Annotated Images Using Bayesian Network."
5736974c6e3b12023e637492,2011,ICDAR,1,0,A Contour-Based Method for Logo Detection.
5736974c6e3b12023e6374ac,2015,ICDAR,1,0,A Conditional Random Field model for font forgery detection.
5736974c6e3b12023e6374ca,2001,ICDAR,1,0,Benchmarking Commercial OCR Engines for Technical Drawings Indexing.
5736974c6e3b12023e6374ce,2013,ICDAR,1,0,Interactive Knowledge Learning for Ancient Images.
5736974c6e3b12023e63750e,2001,ICDAR,1,0,Indexing Technical Drawings Using Title Block Structure Recognition.
5736974c6e3b12023e637545,2015,ICDAR,1,0,ICDAR2015 competition on smartphone document capture and OCR (SmartDoc).
5736974c6e3b12023e63755c,2015,ICDAR,1,0,A bottom-up method using texture features and a graph-based representation for lettrine recognition and classification.
5736974c6e3b12023e63756f,2015,ICDAR,1,0,SmartDoc-QA: A dataset for quality assessment of smartphone captured document images - single and multiple distortions.
5736974c6e3b12023e637575,2015,ICDAR,1,0,Document image quality assessment based on improved gradient magnitude similarity deviation.
5736974c6e3b12023e63757c,1997,ICDAR,1,0,An Image Interpretation Device cannot be Reliable without any Semantic Coherency Analysis of the Interpretated Objects - Application to French Cadastral Maps.
5736974c6e3b12023e6375b2,2007,ICDAR,1,0,A Proposition of Retrieval Tools for Historical Document Images Libraries.
5736974d6e3b12023e63869f,1998,EMNLP,1,0,A Comparison of Criteria for Maximum Entropy/ Minimum Divergence Feature Selection.
5736974d6e3b12023e638987,2010,EMNLP,1,0,Improving Mention Detection Robustness to Noisy Input.
5736974e6e3b12023e639b16,2015,MobileCloud,1,0,Tutorial on NoSQL Databases.
5736974e6e3b12023e639b61,2013,FDL,1,0,Assisting refinement in System-on-Chip design.
573697506e3b12023e63ae8d,1998,VLSI Design,1,0,A Fast Two-level Logic Minimizer.
573697506e3b12023e63b212,2006,ICVGIP,1,0,Fusion of Thermal Infrared and Visible Spectrum Video for Robust Surveillance.
573697516e3b12023e63b828,2003,DEXA,1,0,Implementation of a Stream-Oriented Retrieval Engine for Complex Similarity Queries on Top of an ORDBMS.
573697526e3b12023e63c35d,2003,FMOODS,1,0,New Operators for the TURTLE Real-Time UML Profile.
573697526e3b12023e63c6a7,2009,TestCom/FATES,1,0,Testing Real-Time Systems Using TINA.
573697526e3b12023e63c8c9,2008,Developments in Language Theory,1,0,Universal Recursively Enumerable Sets of Strings.
573697526e3b12023e63c945,2008,Developments in Language Theory,1,0,When Is Reachability Intrinsically Decidable?.
573697536e3b12023e63d070,2007,ICISS,1,0,Secure Transaction Management Protocols for MLS/DDBMS.
573697536e3b12023e63d0e4,2006,ICISS,1,0,Secure Itineraries Framework for Mobile Agent Systems.
573697536e3b12023e63d139,2007,ICISS,1,0,Simulation of Dynamic Honeypot Based Redirection to Counter Service Level DDoS Attacks.
573697536e3b12023e63d13f,2006,ICISS,1,0,Fairness Strategy for Multilevel Secure Concurrency Control Protocol.
573697536e3b12023e63d243,2008,NCA,1,0,User Profile-Based Authorization Policies for Network QoS Services.
573697536e3b12023e63d2cf,2009,NCA,1,0,Quality of Service Specifications: A Semantic Approach.
573697536e3b12023e63d7ec,2001,CARS,1,0,Incremental EHR introduction considering the situation in health care and the current standards under development.
573697536e3b12023e63d826,2003,CARS,1,0,"A unified approach for detection, visualization, and identification of lung abnormalities in chest spiral CT scans."
573697536e3b12023e63d86a,2004,CARS,1,0,Real-time vision-based approach for probe tracking in operating room.
573697556e3b12023e63eabd,2010,MobiQuitous,1,0,VLOCI: Using Distance Measurements to Improve the Accuracy of Location Coordinates in GPS-Equipped VANETs.
573697556e3b12023e63f096,2015,WiMob,1,0,Spatial interference management with hierarchical precoding in ultra-dense heterogeneous networks.
573697556e3b12023e63f301,2005,WiMob (1),1,0,Performance evaluation of a switched mode detector using nonlinear method.
573697566e3b12023e6401c5,2007,SIGMAP,1,0,Adaptive and Cooperative Segmentation System for Mono- and Multi-Component Images.
573697566e3b12023e64029a,2007,SIGMAP,1,0,Unsupervised Non Parametric Data Clustering by Means of Bayesian Inference and Information Theory.
573697566e3b12023e6402d5,2006,SIGMAP,1,0,Development of Voice-Based Multimodal User Interfaces.
573697576e3b12023e640e5e,2011,ICIC (2),1,0,Comparative Research on Methodologies for Domain Ontology Development.
573697586e3b12023e6418ac,1996,ICGI,1,0,Learning grammatical stucture using statistical decision-trees.
573697586e3b12023e641973,2002,ICGI,1,0,On the Learnability of Hidden Markov Models.
573697586e3b12023e641981,1994,ICGI,1,0,Inference and Estimation of a Long-Range Trigram Model.
573697586e3b12023e641991,2000,ICGI,1,0,Counting Extensional Differences in BC-Learning.
573697586e3b12023e6419e9,1996,ASIAN,1,0,"A Universal Scripting Framework or Lambda: The Ultimate ""Little Language""."
5736975a6e3b12023e643242,2015,SBESC,1,0,Implementation of IoT for Monitoring Ambient Air in Ubiquitous AAL Environments.
5736975b6e3b12023e643f3f,1994,IFIP Congress (1),1,0,Self-Modifying Finite Automata.
5736975b6e3b12023e64424e,1980,IFIP Congress,1,0,Measurement of Programming Improvement Algorithms.
5736975c6e3b12023e64486e,2015,ACC,1,0,A radial basis function method for direct trajectory optimization.
5736975c6e3b12023e645785,2014,CSR,1,0,On Lower Bounds for Multiplicative Circuits and Linear Circuits in Noncommutative Domains.
5736975c6e3b12023e64580e,2006,CSR,1,0,SZK Proofs for Black-Box Group Problems.
5736975c6e3b12023e645862,2008,CSR,1,0,A Logspace Algorithm for Partial 2-Tree Canonization.
5736975c6e3b12023e645863,2008,CSR,1,0,From Invariants to Canonization in Parallel.
5736975c6e3b12023e645882,2010,CSR,1,0,Comparing Two Stochastic Local Search Algorithms for Constraint Satisfaction Problems.
5736975c6e3b12023e6458c7,1991,REX Workshop,1,0,Time in State Based Formal Description Techniques for Distributed Systems.
5736975f6e3b12023e64786f,2011,ICSI (2),1,0,Mining Class Association Rules from Dynamic Class Coupling Data to Measure Class Reusability Pattern.
5736975f6e3b12023e6478b6,2011,ICSI (1),1,0,PSO Based Pseudo Dynamic Method for Automated Test Case Generation Using Interpreter.
573697606e3b12023e647fa7,2009,IPCV,1,0,Improving VC-1 In-Loop Deblocking Filter.
573697606e3b12023e647ffb,2010,IPCV,1,0,A New Technique for Facial Expression Recognition System.
573697616e3b12023e648cd0,2006,IMECS,1,0,Better Quality of Decisions : Approaches to more Effective Analysis.
573697616e3b12023e648d26,2006,IMECS,1,0,Analyzing Factors Influencing Quality of Decisions- An Approach for Data Warehouse Development.
573697616e3b12023e6491d2,2015,ISSPIT,1,0,Image encryption using Camellia and Chaotic maps.
573697616e3b12023e649312,2010,ISSPIT,1,0,A novel 3D segmentation approach for segmenting the prostate from dynamic contrast enhanced MRI using current appearance and learned shape prior.
573697636e3b12023e64a207,2001,IMSA,1,0,Analysis and Implementation of a Pre-defined QoS Specification Methodology for VoD Systems.
573697636e3b12023e64a6e4,1991,SC,1,0,Wide format floating-point math libraries.
573697636e3b12023e64ad96,2015,WOLFHPC@SC,1,0,Puffin: an embedded domain-specific language for existing unstructured hydrodynamics codes.
573697636e3b12023e64b35f,2015,CODS,1,0,GPU-based out-of-core MDL clustering algorithm.
573697646e3b12023e64c058,1984,ICDCS,1,0,An Approach to Performance Specification of Communication Protocols Using Timed Petrinets.
573697646e3b12023e64c14a,1982,ICDCS,1,0,Self-Checking software in distributed systems.
573697656e3b12023e64c641,2008,CSE,1,0,Application Specific Processors for Multimedia Applications.
573697656e3b12023e64ca75,2012,IPDPS Workshops,1,0,Using Simulated Annealing to Find Lower Bounds of Localization with Noisy Measurements.
573697656e3b12023e64cea6,2010,IPDPS,1,0,Palacios and Kitten: New high performance operating systems for scalable virtualized and native supercomputing.
573697666e3b12023e64d6de,2003,IPDPS,1,0,Towards Generic Satellite Payloads: Software Radio.
573697676e3b12023e64ec15,2013,ANCS,1,0,Fast and flexible: Parallel packet processing with GPUs and click.
573697676e3b12023e64ef8c,2006,ICFEM,1,0,Mapping RT-LOTOS Specifications into Time Petri Nets.
573697686e3b12023e64f73d,2008,PRIMA,1,0,Interactive Learning of Expert Criteria for Rescue Simulations.
573697686e3b12023e64f788,2007,PRIMA,1,0,GAMA: An Environment for Implementing and Running Spatially Explicit Multi-agent Simulations.
573697686e3b12023e64f7af,2010,PRIMA,1,0,Towards a Methodology for the Participatory Design of Agent-Based Models.
573697686e3b12023e64fbb2,2005,SERA,1,0,Software Reuse Metrics for Object-Oriented Systems.
573697686e3b12023e650481,2012,MICAI (Special Sessions),1,0,Conception and Implementation of a Supermarket Shopping Assistant System.
573697696e3b12023e6514fa,1995,Application and Theory of Petri Nets,1,0,Hierarchical Time Stream Petri Net: A Model for Hypermedia Systems.
573697696e3b12023e6516d4,1981,Selected Papers from the First and the Second European Workshop on Application and Theory of Petri Nets,1,0,Towards Fault Tolerant Real Time Systems by Using Petri Nets.
573697696e3b12023e6516db,1994,Application and Theory of Petri Nets,1,0,Time Stream Petri Nets: A Model for Timed Multimedia Information.
5736976a6e3b12023e651fbd,2008,CISIM,1,0,A Disaster Management Network for Indian Railways.
5736976b6e3b12023e652f1f,2015,WINE,1,0,Often Harder than in the Constructive Case: Destructive Bribery in CP-nets.
5736976c6e3b12023e653dca,2012,CUBE,1,0,Defending against internet worms using honeyfarm.
5736976c6e3b12023e653ddc,2012,CUBE,1,0,Training neural network with zero weight initialization.
5736976c6e3b12023e653e07,2012,CUBE,1,0,Complexity metric for multidimensional models for data warehouse.
5736976c6e3b12023e653e25,2012,CUBE,1,0,SEReleC# - C# implementation of SEReleC: a meta search engine based on combinatorial search and search keyword based link classification.
5736976e6e3b12023e6551b2,2011,CNSM,1,0,Modeling and simulation of DiffServ scenarios with the NSDL framework.
5736976e6e3b12023e65529b,1998,STACS,1,0,The Complexity of Modular Graph Automorphism.
5736976e6e3b12023e65529c,1997,STACS,1,0,The Complexity of Generating Test Instances.
5736976e6e3b12023e6552d4,2005,STACS,1,0,On the Computational Complexity of the Forcing Chromatic Number.
5736976e6e3b12023e6552da,2009,STACS,1,0,Quantum Query Complexity of Multilinear Identity Testing.
5736976e6e3b12023e6552dd,2014,STACS,1,0,"Depth-4 Lower Bounds, Determinantal Complexity: A Unified Approach."
5736976e6e3b12023e6552e2,1992,STACS,1,0,The Theory of the Polynomial Many-One Degrees of Recursive Sets is Undecidable.
5736976e6e3b12023e655334,1993,STACS,1,0,Locating P/poly Optimally in the Extended Low Hierarchy.
5736976e6e3b12023e655358,2007,STACS,1,0,Planar Graphs: Logical Complexity and Parallel Isomorphism Tests.
5736976e6e3b12023e65537d,1993,STACS,1,0,Defying Upward and Downward Separation.
5736976e6e3b12023e655391,1999,STACS,1,0,Space Bounds for Resolution.
5736976e6e3b12023e6553a1,2001,STACS,1,0,"Randomness, Computability, and Density."
5736976e6e3b12023e6553a5,1999,STACS,1,0,On Optimal Algorithms and Optimal Proof Systems.
5736976e6e3b12023e6553ac,2011,STACS,1,0,The model checking problem for propositional intuitionistic logic with one variable is AC^1-complete.
5736976e6e3b12023e6553e2,1989,STACS,1,0,Reversals and Alternation.
5736976e6e3b12023e655442,1993,STACS,1,0,"Splittings, Robustness and Structure of Complete Sets."
5736976e6e3b12023e655452,1986,STACS,1,0,On Sparse Oracles Separating Feasible Complexity Classes.
5736976e6e3b12023e6554b3,1998,STACS,1,0,Optimal Proof Systems for Propositional Logic and Complete Sets.
5736976e6e3b12023e6554b6,2006,STACS,1,0,On Hypergraph and Graph Isomorphism with Bounded Color Classes.
5736976e6e3b12023e6554d0,2000,STACS,1,0,Nondeterministic Instance Complexity and Hard-to-Prove Tautologies.
5736976e6e3b12023e6554e1,2000,STACS,1,0,Almost Complete Sets.
5736976e6e3b12023e6554e7,2002,STACS,1,0,A Probabilistic 3-SAT Algorithm Further Improved.
5736976e6e3b12023e655511,1987,STACS,1,0,Graph Isomorphism is in the Low Hierarchy.
5736976e6e3b12023e655531,2010,STACS,1,0,Log-space Algorithms for Paths and Matchings in k-trees.
5736976e6e3b12023e65554f,1989,STACS,1,0,On the Power of Parity Polynomial Time.
5736976e6e3b12023e655586,1990,STACS,1,0,Minimal Pairs and Complete Problems.
5736976e6e3b12023e65559b,2005,STACS,1,0,Algorithmics in Exponential Time.
5736976e6e3b12023e6555b5,2000,STACS,1,0,Graph Isomorphism Is Low for ZPP(NP) and Other Lowness Results.
5736976e6e3b12023e6555e5,1994,STACS,1,0,On Sets Bounded Truth-Table Reducible to P-selective Sets.
5736976e6e3b12023e6555e9,2011,STACS,1,0,Solovay functions and K-triviality.
5736976e6e3b12023e655600,2009,STACS,1,0,Kolmogorov Complexity and Solovay Functions.
5736976e6e3b12023e655613,1988,STACS,1,0,"Collapsing Oracle Hierarchies, Census Functions and Logarithmically Many Queries."
5736976e6e3b12023e65562c,1997,STACS,1,0,Pattern Matching in Trace Monoids (Extended Abstract).
5736976e6e3b12023e65564d,2006,STACS,1,0,Kolmogorov Complexity and the Recursion Theorem.
5736976e6e3b12023e655654,2001,STACS,1,0,On the Difference between Polynomial-Time Many-One and Truth-Table Reducibilities on Distributional Problems.
5736976e6e3b12023e655676,1999,STACS,1,0,"Sparse Sets, Approximable Sets, and Parallel Queries to NP."
5736976e6e3b12023e6556b3,1993,STACS,1,0,On Using Oracles That Compute Values.
5736976e6e3b12023e6556b9,2007,STACS,1,0,Bounded-Variable Fragments of Hybrid Logics.
5736976e6e3b12023e655734,1996,STACS,1,0,"Resource-Bounded Balanced Genericity, Stochasticity and Weak Randomness."
5736976e6e3b12023e655740,2005,STACS,1,0,The Complexity of Solving Linear Equations over a Finite Ring.
5736976e6e3b12023e655747,2010,STACS,1,0,Restricted Space Algorithms for Isomorphism on Bounded Treewidth Graphs.
5736976e6e3b12023e65575b,1987,STACS,1,0,Expressibility of First Order Logic with a Nondeterministic Inductive Operator.
5736976e6e3b12023e655785,1985,STACS,1,0,On the Relative Complexity of Subproblems of Intractable Problems.
5736976e6e3b12023e6557a6,1999,STACS,1,0,Universal Distributions and Time-Bounded Kolmogorov Complexity.
5736976e6e3b12023e6557dd,2005,STACS,1,0,Dynamic Complexity Theory Revisited.
5736976e6e3b12023e6557ff,2010,STACS,1,0,"The Remote Point Problem, Small Bias Spaces, and Expanding Generator Sets."
5736976e6e3b12023e655803,1992,STACS,1,0,Graph Isomorphism is Low for PP.
5736976e6e3b12023e655850,1996,STACS,1,0,Solvable Black-Box Group Problems Are Low for PP.
5736976e6e3b12023e655864,1994,STACS,1,0,NC^k(NP) = AC^(k-1)(NP).
5736976e6e3b12023e655865,2005,STACS,1,0,Kolmogorov-Loveland Randomness and Stochasticity.
5736976e6e3b12023e65587a,2002,STACS,1,0,The Complexity of Graph Isomorphism for Colored Graphs with Color Classes of Size 2 and 3.
5736976e6e3b12023e6558d4,1984,STACS,1,0,On the Structure of Polynomial Time Degrees.
5736976e6e3b12023e6558e8,2012,STACS,1,0,The Denjoy alternative for computable functions.
5736976e6e3b12023e6558f9,2014,STACS,1,0,Differentiability of polynomial time computable functions.
5736976e6e3b12023e65591e,1993,STACS,1,0,"Counting, Selecting, adn Sorting by Query-Bounded Machines."
5736976e6e3b12023e65594f,2009,LICS,1,0,Logics with Rank Operators.
5736976e6e3b12023e6559b0,1999,LICS,1,0,Reasoning about Common Knowledge with Infinitely Many Agents.
5736976e6e3b12023e655abc,2004,LICS,1,0,Automatic Structures: Richness and Limitations.
5736976e6e3b12023e655b7e,2010,LICS,1,0,Capturing Polynomial Time on Interval Graphs.
5736976e6e3b12023e655bbe,2015,LICS,1,0,"Universal Covers, Color Refinement, and Two-Variable Counting Logic: Lower Bounds for the Depth."
5736976e6e3b12023e655c0e,2008,LICS,1,0,From Automatic Structures to Borel Structures.
5736976e6e3b12023e655ce0,2015,LICS,1,0,A Unifying Approach to the Gamma Question.
5736976e6e3b12023e655de6,2012,LICS,1,0,"Non-definability of Languages by Generalized First-order Formulas over (N, +)."
5736976e6e3b12023e656082,1991,EACL,1,0,Pearl: A Probabilistic Chart Parser.
5736976e6e3b12023e6560fc,1985,EACL,1,0,A Probabilistic Parser.
573697706e3b12023e657cbf,1993,Semantics of Specification Languages,1,0,Syntactic Action Refinement in Presence of Multiway Synchronisation.
