id,name,co_authors,papers,num_co_authors,num_papers,community
252998,Chandra Shekhar Rai,"['87417', '151648', '169591', '194928', '745003', '1229143', '1347119', '1498558']","['573697f96e3b12023e6d31ca', '573697c96e3b12023e6a8adf', '555036c27cea80f95415262b', '58437718ac44360f1082dac6', '5736959f6e3b12023e4be62a', '573695cd6e3b12023e4e5bc4', '573696136e3b12023e52618f', '5736959e6e3b12023e4bdbab', '573697dc6e3b12023e6babd0']",8,9,2152.0
257696,Chaojun Zhang,"['279192', '408167', '459960', '492594', '581365', '777919', '1797050', '1817394', '1839821', '1853645', '1884731']","['57d0640bac4436735429a2cd', '5736984c6e3b12023e714a2c']",11,2,1161.0
259830,Charles Harrison,"['216763', '755424', '1212971', '1569029', '1667875', '1749476']","['573696e46e3b12023e5e35c6', '573696e46e3b12023e5e2f1a']",6,2,37242.0
269053,Chetan Desai,"['157813', '365640', '370663', '765667', '806870', '947875', '1416322', '1451514']","['573696ea6e3b12023e5e8be8', '573698826e3b12023e742075', '5736957e6e3b12023e4a03c8']",8,3,8260.0
269120,Chetan Sharma,"['24712', '25502', '61554', '106352', '280366', '282532', '489976', '957336', '1227016', '1414269', '1415396', '1483546', '1523094', '1671927']","['5736970c6e3b12023e6057db', '573695a36e3b12023e4c299f', '573698596e3b12023e71fd30', '573695c76e3b12023e4e149e', '5736964b6e3b12023e5575b1']",14,5,2152.0
279192,Chong Xiang,"['85733', '257696', '408167', '597943', '978261', '1753249', '1797050', '1839821', '1853645', '1884731']","['573696f16e3b12023e5ee27f', '555036d77cea80f95415d70f', '573697406e3b12023e62e54e', '57d0640bac4436735429a2cd', '5736960e6e3b12023e52163b']",10,5,1161.0
281930,Chris Nodder,"['247236', '377332', '538019', '739556', '1177630', '1560643']","['573698056e3b12023e6de008', '573696e36e3b12023e5e202f']",6,2,37242.0
282532,Chris Tseng,"['269120', '652349', '1248854', '1297693', '1572418', '1629393', '1671927', '1679915', '1748994']","['5736970c6e3b12023e6057db', '5736965d6e3b12023e56a12f', '573696836e3b12023e58e9b2', '5736982d6e3b12023e6fecbc', '573695946e3b12023e4b3c04']",9,5,2152.0
293139,Christophe Lohr,"['112876', '127228', '168049', '249691', '323895', '456382', '479542', '493711', '555626', '753417', '866665', '978225', '1005672', '1191265', '1298386', '1307638', '1333421', '1337117', '1346603', '1478408', '1574746', '1689724', '1789371', '1875034']","['573698076e3b12023e6deed5', '573697926e3b12023e6780f5', '573697cf6e3b12023e6aeb66', '57d063adac4436735428c2f3', '573698726e3b12023e73457b', '57d0640bac4436735429a066', '5736954f6e3b12023e47b088', '573697ea6e3b12023e6c6347', '573697cf6e3b12023e6aeab0', '573697526e3b12023e63c35d', '58d8302ed649053542fe56ae', '573695e26e3b12023e4f86a6', '573698756e3b12023e736937', '58d8304bd649053542fe8fb9', '573697f66e3b12023e6d0378', '5736985c6e3b12023e722670', '5736984f6e3b12023e717873', '5550378a7cea80f95418dd4c', '555037447cea80f95417de60', '573695af6e3b12023e4cd688', '573695c46e3b12023e4de25b']",24,21,7812.0
294568,Christopher Earl,"['25484', '37421', '49075', '164042', '308722', '372211', '674242', '674438', '681649', '705326', '717125', '726656', '800822', '1011125', '1055282', '1096856', '1116722', '1579190', '1702899', '1726189']","['555036d77cea80f95415dba5', '58d82fdbd649053542fd929a', '573697036e3b12023e5fd691', '573696066e3b12023e5199df', '573695db6e3b12023e4f31a2', '573695906e3b12023e4b04b1', '573697636e3b12023e64ad96', '573696056e3b12023e5190ef', '573696056e3b12023e519584', '573695906e3b12023e4b045a', '57d063e8ac443673542954c4']",20,11,8260.0
295959,Christopher Lusena,"['282677', '453350', '849049', '1095517', '1531949', '1689647']","['573698946e3b12023e74ca8b', '573698186e3b12023e6ec56f', '5736988e6e3b12023e74ca62', '5736957e6e3b12023e4a06d9', '573695c16e3b12023e4dc0bd', '573696126e3b12023e5247cf', '573696046e3b12023e517479']",6,7,3975.0
297355,Christopher Viana Lima,"['112435', '578471', '753417', '1375499', '1426360', '1428261', '1622236']","['573695f06e3b12023e504ea1', '573696de6e3b12023e5dd675', '573698026e3b12023e6dbb46']",7,3,7812.0
297752,Christos Dimoulas,"['153683', '154812', '236440', '246105', '316810', '340272', '747266', '806870', '817564', '1115509', '1118406', '1124114', '1178159', '1405713', '1417882', '1481921', '1504834', '1590163', '1628516']","['5736972b6e3b12023e61d120', '5550374e7cea80f95417f748', '573698776e3b12023e737be1', '5736987c6e3b12023e73c6e7', '5550376f7cea80f954187b96', '5736954d6e3b12023e47954d', '573696c46e3b12023e5c423a', '5736972b6e3b12023e61cd96', '5843775dac44360f1083bf5f', '57d063c3ac44367354290110', '573698776e3b12023e737b49', '5736954d6e3b12023e47967a', '573697da6e3b12023e6b88f3', '573697756e3b12023e65cffa']",19,14,8260.0
306863,Claire Waast,"['26493', '170005', '195066', '221395', '226628', '327999', '428370', '442306', '454953', '706685', '708122', '957757', '1041737', '1055813', '1093354', '1138902', '1277055', '1278252', '1338080', '1377981', '1419021', '1468531', '1597918', '1627929', '1748866']","['573696fe6e3b12023e5f8d32', '573698186e3b12023e6ec73d', '573696fc6e3b12023e5f764e']",25,3,1360.0
307701,Claude Cariou,"['44042', '49633', '145169', '293381', '307467', '475822', '556261', '719828', '752389', '843705', '878141', '1038867', '1182797', '1266437', '1457222', '1596899', '1621516', '1874719']","['573695f66e3b12023e50ad7a', '57a4e927ac44365e35c99a91', '555037557cea80f9541820ab', '573698106e3b12023e6e5e46', '555037ae7cea80f954195adc', '573695bd6e3b12023e4d8871', '58437748ac44360f10838c33', '5736974b6e3b12023e637004', '5736955c6e3b12023e4842ed', '57d063e0ac4436735429432a', '57d063e0ac44367354294489', '573696a56e3b12023e5ab63f', '573697566e3b12023e64029a', '57d063e0ac443673542942b9', '5736978a6e3b12023e670c9f', '573697896e3b12023e66ef1a', '5736964e6e3b12023e55afd7', '573698116e3b12023e6e6313', '573697786e3b12023e65eb3c', '573697566e3b12023e6401c5', '573697b26e3b12023e694af4', '573698116e3b12023e6e62c1', '573697b46e3b12023e696dca', '573696716e3b12023e57e424', '5736978a6e3b12023e6709d6', '573698116e3b12023e6e6394', '5736978b6e3b12023e671168']",18,27,5949.0
311706,Clifford D. Smyth,"['50168', '350532', '411427', '690151', '755470', '801358', '854629', '866946', '1078717', '1141986', '1146172', '1165675', '1260710', '1263204', '1263370', '1454094', '1682935', '1685561', '1774102']","['5736973a6e3b12023e629c56', '5736963e6e3b12023e54b17b', '573695d06e3b12023e4e8807', '573695d06e3b12023e4e86e0', '573695676e3b12023e48c3ec', '5736957f6e3b12023e4a0b56', '5736962e6e3b12023e53c7de', '573696696e3b12023e575f0b', '573696326e3b12023e53f983', '573698276e3b12023e6f93dc', '573697f56e3b12023e6cf5c1', '5736960c6e3b12023e51f8c5', '573695d06e3b12023e4e884a', '573696f26e3b12023e5ef4bc']",19,14,3975.0
317027,Cornelia Victoria Anghel Drugarin,"['26362', '86673', '614873', '1245713', '1345940', '1381442', '1494504', '1644485', '1644696', '1743513']","['573696c66e3b12023e5c687c', '573696156e3b12023e527ef9']",10,2,7118.0
318866,Craig Peters,"['55019', '78480', '101875', '116585', '463020', '784294', '922991', '966703', '1157144', '1181398', '1185015', '1235870', '1408775', '1451776', '1493479']","['57d06412ac4436735429bb7a', '573698796e3b12023e738eba', '573696e56e3b12023e5e3bda']",15,3,37242.0
327999,D. Green,"['26493', '63686', '108623', '170005', '195066', '226628', '306863', '333063', '421949', '442306', '454953', '509717', '554932', '591089', '706685', '876204', '1041737', '1093354', '1117848', '1138779', '1138902', '1259927', '1277055', '1278252', '1282826', '1324911', '1361697', '1377981', '1419021', '1438038', '1459318', '1464267', '1468531', '1471983', '1494302', '1627929', '1681725', '1748866', '1833101']","['573698186e3b12023e6ec73d', '58437746ac44360f10837e56', '5736959e6e3b12023e4bd5fb', '5736978a6e3b12023e670871', '573696d76e3b12023e5d68b5', '573696546e3b12023e56086a', '5736977b6e3b12023e662902']",39,7,1360.0
339211,Damir D. Dzhafarov,"['236532', '236850', '361966', '432269', '758721', '986424', '1250292', '1318750', '1395960', '1406385', '1420831', '1640890', '1655863']","['573695f46e3b12023e509028', '573696756e3b12023e581eee', '58d83014d649053542fe1edb', '573695786e3b12023e49acb1', '573697336e3b12023e6235a3', '573696266e3b12023e536b8b', '58d82fc5d649053542fd48aa', '555036d97cea80f95415f2dd', '573696266e3b12023e536bee', '555036f17cea80f954167d1f', '573696566e3b12023e5631af', '573695986e3b12023e4b7cea', '573695786e3b12023e49ac55']",13,13,7808.0
340772,Dan Rosenberg,"['19227', '122787', '138530', '145712', '146077', '247236', '289644', '310412', '462476', '737527', '739556', '765117', '885945', '991008', '991472', '1038654', '1139301', '1302296', '1452160', '1704978']","['573698546e3b12023e71b348', '573698556e3b12023e71bd5b', '573696e46e3b12023e5e354b', '573696e66e3b12023e5e4690', '573696e56e3b12023e5e4229']",20,5,37242.0
344666,Daniel Feltey,"['154812', '182646', '221246', '423035', '736363', '747266', '1115509', '1118406', '1124114', '1417882', '1481921']","['573698776e3b12023e737efe', '573697f96e3b12023e6d305f', '573697026e3b12023e5fc57b']",11,3,8260.0
346539,Daniel Kiecza,"['87527', '221395', '334490', '428370', '504922', '533449', '766800', '808372', '1093354', '1289475']","['573696ff6e3b12023e5f9dbb', '573697006e3b12023e5fac48']",10,2,1360.0
346607,Daniel Knorreck,"['236052', '1005672', '1337117', '1393512', '1400100']","['573698886e3b12023e747790', '573696b76e3b12023e5b9ae3', '573695ec6e3b12023e50159c', '5736966e6e3b12023e57af3a', '573697456e3b12023e632a19']",5,5,7812.0
349133,Daniel Rosenberg,"['122787', '145712', '203110', '247236', '307317', '359107', '383355', '440857', '724426', '737527', '739556', '765117', '771243', '817228', '960310', '1038654', '1099709', '1139301', '1422809', '1436914', '1595957', '1612289', '1612809', '1729983']","['573696416e3b12023e54df55', '573696b36e3b12023e5b61ec', '573696e36e3b12023e5e26e4', '573696e36e3b12023e5e2338', '573696416e3b12023e54e200', '573696e36e3b12023e5e1dbb', '573698546e3b12023e71ada7', '573696416e3b12023e54dc07', '57d063a2ac4436735428950a', '573696e36e3b12023e5e29b6', '573696416e3b12023e54dcf5', '573696416e3b12023e54dce7', '573696416e3b12023e54dd6e', '573696e36e3b12023e5e1def']",24,14,37242.0
350320,Daniel Turetsky,"['63039', '112590', '136087', '151256', '171999', '231274', '281295', '361966', '433747', '510909', '565782', '834001', '851119', '965388', '1250370', '1263337', '1308808', '1429859', '1430270', '1515258', '1586237']","['573696106e3b12023e523421', '573695f46e3b12023e508a83', '573695cd6e3b12023e4e5f84', '573696266e3b12023e536c5f', '555036d37cea80f95415a5c9', '573696576e3b12023e563d18', '573695646e3b12023e48a37d', '573696266e3b12023e536d12', '555036d37cea80f95415a5b7', '573696566e3b12023e5631c9', '57a4e918ac44365e35c96fcc']",21,11,7808.0
361827,David Darais,"['349852', '357741', '372211', '402676', '510424', '681649', '735146', '1115509', '1116722', '1417882', '1453559']","['5736960b6e3b12023e51e805', '573696df6e3b12023e5de254', '573696106e3b12023e5223cf', '57d063c3ac44367354290113', '555036d57cea80f95415c240', '573697036e3b12023e5fd844', '573695db6e3b12023e4f3229', '5736972b6e3b12023e61d163', '5736960f6e3b12023e521932']",11,9,8260.0
361966,David Diamondstone,"['201242', '339211', '350320', '803257', '910067', '1250370', '1420831']","['555036dd7cea80f954161007', '573697336e3b12023e623661', '573695f46e3b12023e508fe4', '573696756e3b12023e582187', '573696266e3b12023e536bee', '573696566e3b12023e5631c9', '573696766e3b12023e582530', '573695f46e3b12023e508fba']",7,8,7808.0
367504,David M. Magerman,"['35217', '180278', '237144', '453687', '471509', '515274', '541182', '633163', '807215', '1178084', '1178101', '1422224', '1432546', '1479802', '1590584']","['555036d77cea80f95415d636', '573696da6e3b12023e5d9510', '5736980d6e3b12023e6e420b', '573696076e3b12023e51ac3a', '5736980d6e3b12023e6e432f', '573696d96e3b12023e5d8f1e', '58d8303fd649053542fe8072', '573696d96e3b12023e5d8a15', '573698646e3b12023e72a627', '555036d87cea80f95415ec41', '5736986a6e3b12023e72ed92', '555036d67cea80f95415cfb4', '5736976e6e3b12023e656082', '555036d87cea80f95415e717', '573697586e3b12023e6418ac', '573696016e3b12023e514c3e']",15,16,1360.0
370663,David S. Janzen,"['28118', '59992', '106633', '129734', '269053', '294155', '310678', '515566', '650830', '731107', '737910', '806870', '809682', '860240', '1143852', '1144066', '1243347', '1263989', '1660873']","['573697e86e3b12023e6c4848', '573696ea6e3b12023e5e8c8f', '573697136e3b12023e60acd4', '573697106e3b12023e609781', '573696ea6e3b12023e5e8be8', '5736977b6e3b12023e661af1', '555037237cea80f954175ed9', '573697996e3b12023e67ee0d', '573697996e3b12023e67eeba', '573697996e3b12023e67edea', '573697136e3b12023e60aa7d', '573697996e3b12023e67ed12', '5736963c6e3b12023e54890b', '573695726e3b12023e496181', '58d83014d649053542fe1ac1']",19,15,8260.0
372211,David Van Horn,"['109445', '205911', '287217', '294568', '315245', '361827', '614129', '681649', '705326', '728620', '747679', '758245', '835429', '908479', '947598', '1114467', '1116722', '1118406', '1140977', '1144040', '1151861', '1230465', '1235259', '1326237', '1334415', '1481921', '1504100', '1553950', '1590141', '1596973', '1661876', '1758884', '1818343']","['555036d77cea80f95415dba5', '573696df6e3b12023e5de2f0', '573696136e3b12023e525dc1', '58d82fc1d649053542fd3dd6', '573695db6e3b12023e4f3031', '555037207cea80f954174a34', '58437785ac44360f10842833', '573697036e3b12023e5fd8cf', '573697d86e3b12023e6b6486', '573696086e3b12023e51c201', '573696056e3b12023e5190ef', '573696056e3b12023e519584', '573696066e3b12023e519a1d', '573696086e3b12023e51b5c6', '5736972b6e3b12023e61d163', '5736972c6e3b12023e61d76a', '555036d77cea80f95415e221', '573696026e3b12023e515f51', '573697d86e3b12023e6b6405', '58437725ac44360f1082f8c2', '573696026e3b12023e51610c', '58437796ac44360f10844ebe', '555037687cea80f954186378', '573697036e3b12023e5fd691', '573695db6e3b12023e4f31a2', '555036c07cea80f954150e0b', '555036d67cea80f95415d2df', '573697446e3b12023e631887', '555036f87cea80f95416b6f8', '555036d57cea80f95415c240', '573695fe6e3b12023e512891', '573696126e3b12023e524bd0', '573697036e3b12023e5fd8d0', '573696086e3b12023e51b205', '5736972b6e3b12023e61d493', '573696046e3b12023e517e00', '573696056e3b12023e518c8c', '555037d17cea80f95419b651', '555036d67cea80f95415ca7e', '573696106e3b12023e5223cf', '5736977b6e3b12023e6623fc', '5736960d6e3b12023e5208e2', '573696086e3b12023e51baed', '555036d77cea80f95415dd3e', '573696106e3b12023e522dd7', '573696906e3b12023e59a6bb', '5736960f6e3b12023e521932', '573696106e3b12023e523187', '573696116e3b12023e524130', '573698776e3b12023e737f08', '573697036e3b12023e5fd7d7', '573696066e3b12023e5199df', '555037ba7cea80f9541976e0', '573695db6e3b12023e4f30aa', '573696df6e3b12023e5de596', '5736960a6e3b12023e51dab1', '573697036e3b12023e5fd7cf', '57d063c3ac44367354290113', '573696046e3b12023e51748c', '573696006e3b12023e51417f', '5736969e6e3b12023e5a662e', '5736960d6e3b12023e520308', '573696136e3b12023e52584a']",33,63,8260.0
381481,Denis R. Hirschfeldt,"['112590', '143210', '171999', '175196', '236532', '510909', '541174', '760539', '806815', '834001', '851119', '910067', '928125', '1250370', '1301345', '1308808', '1395562', '1395960', '1406385', '1420831', '1429859', '1430270', '1451981', '1452312', '1493671', '1497229', '1506957', '1515243', '1586237', '1676344', '1718146', '1750557']","['573695f46e3b12023e508f41', '573696266e3b12023e536d69', '5736976e6e3b12023e6553a1', '573696266e3b12023e536c94', '573695f36e3b12023e5084d1', '573696af6e3b12023e5b3215', '573695f36e3b12023e5082e1', '573695f46e3b12023e508999', '573695f46e3b12023e508f68', '573697336e3b12023e623594', '573696756e3b12023e581fa5', '5736967c6e3b12023e5888fe', '5843771fac44360f1082e996', '573697336e3b12023e6235e3', '5736988d6e3b12023e74bdc6', '5736969e6e3b12023e5a6a1d', '573696566e3b12023e5631bc', '573695f46e3b12023e5089b7', '573696796e3b12023e585655', '573696576e3b12023e563c69', '573696566e3b12023e5631b4', '573695f46e3b12023e508dbb', '573696266e3b12023e536d75', '573696796e3b12023e585665', '573695f36e3b12023e50847c', '5736987d6e3b12023e73d5fe', '573696756e3b12023e5820fb', '5736988c6e3b12023e74afa3', '573695f46e3b12023e508e2f', '58d83014d649053542fe1ed9', '573696af6e3b12023e5b3279', '573696756e3b12023e58205d']",32,32,7808.0
389701,Dibyahash Bordoloi,"['151556', '387765', '448736', '1018858']","['5736976a6e3b12023e651fbd', '555037747cea80f95418831f', '5736985d6e3b12023e723cc6']",4,3,7118.0
389754,Dick Berry,"['244664', '244750', '358186', '389987', '812181', '1504357', '1691114']","['573696356e3b12023e541c99', '573696e36e3b12023e5e21b1', '573696a26e3b12023e5a92bf', '573697e76e3b12023e6c42f3', '573695726e3b12023e4964b7']",7,5,37242.0
392813,Dilbag Singh,"['8319', '149381', '168849', '221601', '537193', '684016', '722901', '872583', '875552', '1190666', '1380062', '1605008', '1611265', '1713187', '1735647']","['573695e96e3b12023e4ff00c', '5736969b6e3b12023e5a4606', '573695746e3b12023e497345', '573697136e3b12023e60ab70', '573696636e3b12023e570363', '5736981f6e3b12023e6f2076', '573696746e3b12023e5801c7', '5736969b6e3b12023e5a4654', '555036bb7cea80f95414e10d', '5736969b6e3b12023e5a45b9', '5736981f6e3b12023e6f216c', '573695976e3b12023e4b6949', '5736969b6e3b12023e5a45db', '5843770dac44360f1082be98']",15,14,2152.0
394354,Dimitrios Vardoulakis,"['95428', '185833', '205911', '840360', '1052071', '1178159', '1264821', '1269978', '1486340', '1705012', '1818343']","['5736984f6e3b12023e717d0b', '5736987c6e3b12023e73c639', '573697036e3b12023e5fd7a3', '573697346e3b12023e624225', '555036f57cea80f95416a74b', '5736960c6e3b12023e51f09b']",11,6,8260.0
397932,Dirk Siefkes,"['54187', '145868', '190437', '549563', '711735', '958744', '1305841']","['573697216e3b12023e61461a', '5736964b6e3b12023e557aac', '5736973d6e3b12023e62c7ad', '5736988b6e3b12023e74947d', '58d82facd649053542fd0f9c', '5736973d6e3b12023e62c243', '5736987d6e3b12023e73d883', '5736988d6e3b12023e74b7bd', '573696e16e3b12023e5e0679', '573697216e3b12023e61436c', '573695986e3b12023e4b7725', '573698206e3b12023e6f3481', '58d82fc1d649053542fd430c', '573697216e3b12023e6140b1', '5736988a6e3b12023e748db1', '5736987d6e3b12023e73d52e', '573695636e3b12023e489521', '5736954e6e3b12023e47a577', '573697dc6e3b12023e6ba6a3']",7,19,3975.0
408167,Dongqing Chen,"['21915', '38571', '78709', '81644', '141604', '150981', '182309', '197581', '198121', '234143', '257696', '279192', '371851', '379177', '482931', '491795', '547907', '597943', '647001', '650279', '657717', '728276', '978261', '982123', '983407', '1032308', '1052443', '1085110', '1133123', '1163466', '1174374', '1196028', '1339386', '1372521', '1419621', '1442892', '1444055', '1542913', '1643867', '1670213', '1753249', '1756878', '1794914', '1797050', '1799297', '1839821', '1839963', '1853645', '1884731', '1886914']","['573697db6e3b12023e6b9cf0', '573695ee6e3b12023e503c4b', '5736979e6e3b12023e683843', '5736973a6e3b12023e6292d8', '573697b36e3b12023e695eba', '555037a17cea80f954193314', '555036d77cea80f95415d70f', '573697b36e3b12023e694f91', '57d0640bac4436735429a2cd', '573698456e3b12023e70de49', '573697b46e3b12023e696cf9', '58d83045d649053542fe8310', '573697b46e3b12023e6966ee', '573697b56e3b12023e69730b', '573696b26e3b12023e5b54a6', '573697b56e3b12023e697738', '5736961b6e3b12023e52d074', '5736959a6e3b12023e4b996d', '573697406e3b12023e62e54e', '5736986e6e3b12023e73120c', '573696486e3b12023e55567e', '573697b36e3b12023e69626a']",50,22,1161.0
410885,Doug Beeferman,"['28717', '63265', '214862', '807215', '1101063', '1166854', '1797521', '1805135']","['573696fe6e3b12023e5f8d2f', '573696936e3b12023e59cebb', '573696da6e3b12023e5d9889', '555037557cea80f954182317', '573696fc6e3b12023e5f806e', '5736973b6e3b12023e62b4db', '573696086e3b12023e51c19f', '555037577cea80f954182aac', '573696026e3b12023e515f10', '573696da6e3b12023e5d97cc']",8,10,1360.0
414410,Duccio Pianigiani,"['99152', '507925', '560338', '718993', '1002803']","['573695d86e3b12023e4efcf5', '58437735ac44360f1083212f', '58d82fe0d649053542fda0f5']",5,3,7808.0
415614,Durgaprasad Gangodkar,"['120612', '582634', '1285832', '1346967', '1390255', '1458735', '1474501', '1731307', '1738767']","['555036c67cea80f9541547e7', '573696936e3b12023e59d119', '57a4e912ac44365e35c965ad', '573696c66e3b12023e5c68e2', '573696ab6e3b12023e5b0043']",9,5,7118.0
416123,Dutta Borah Malaya,"['374876', '379597', '533379', '1381278']","['573698016e3b12023e6da183', '573696256e3b12023e5359be', '58437735ac44360f10831c08', '5736970e6e3b12023e606e5a']",4,4,2152.0
420372,E. M. Kleinberg,"['44505', '727303', '729610', '800942', '972885', '1406385', '1439233']","['573695f36e3b12023e50879d', '573695f46e3b12023e508adc', '573695f46e3b12023e508fea', '573696a86e3b12023e5ad850', '58d82fc1d649053542fd4160', '573695f36e3b12023e508321', '573695f36e3b12023e50880e', '573695f46e3b12023e508eae', '573695f46e3b12023e509108', '573695f46e3b12023e50916f', '573695f36e3b12023e508715', '573695f36e3b12023e508758', '573695f36e3b12023e508501']",7,13,7808.0
427610,Eduardo M. D. Marques,"['829145', '1307638', '1385882', '1403953', '1640509']","['555037337cea80f954179b3d', '5736976e6e3b12023e6551b2', '573697f16e3b12023e6cb5a4', '573697f96e3b12023e6d2cdd']",5,4,7812.0
428370,Edward A. Epstein,"['28740', '87527', '194700', '221395', '246608', '306863', '346539', '368594', '393615', '456792', '522937', '533449', '708122', '742072', '766800', '808372', '957757', '1090348', '1093354', '1182371', '1278293', '1289475', '1338080', '1499193', '1597918', '1709011']","['573697006e3b12023e5fac48', '573697006e3b12023e5fa54b', '573696fd6e3b12023e5f828d', '573696fe6e3b12023e5f8d32', '573695f96e3b12023e50d32a', '573696fd6e3b12023e5f859b']",26,6,1360.0
432036,Ehsan Hosseini-Asl,"['38712', '38718', '40251', '40277', '89157', '116992', '162202', '170209', '441026', '481197', '546976', '546987', '692977', '716469', '733533', '1100948', '1181010', '1183169', '1187968', '1220536', '1263828', '1421779', '1682688']","['5736979f6e3b12023e6849a1', '573697d16e3b12023e6aff31', '5736960b6e3b12023e51e34d', '573697b46e3b12023e696f95', '58d83028d649053542fe5011', '57a4e91aac44365e35c9782c', '58d83028d649053542fe522f', '5550376b7cea80f9541869f4', '57a4e91dac44365e35c98892', '57d06416ac4436735429c341', '58d82fd6d649053542fd868b', '573696496e3b12023e555e32', '58d83028d649053542fe51d3', '573696106e3b12023e522609', '57a4e91aac44365e35c97704', '5843770dac44360f1082c4c7', '57d063f6ac44367354296a64']",23,17,1161.0
440377,Elizabeth A. Buie,"['18997', '135422', '146077', '146114', '191827', '217019', '307225', '351851', '389529', '431133', '441978', '560110', '688234', '703694', '714668', '770810', '771243', '832915', '872086', '880648', '896189', '906294', '906480', '939247', '1073365', '1081774', '1304738', '1318626', '1327211', '1504357', '1504425', '1504947', '1612809', '1736971']","['573698546e3b12023e71b75a', '573697756e3b12023e65c6e2', '573696416e3b12023e54e188', '573696426e3b12023e54e3c1', '573696426e3b12023e54e3d4', '57d063bdac4436735428f2cc', '573696e56e3b12023e5e3e42', '555038197cea80f95419cbdb', '573696e46e3b12023e5e3563', '573696e36e3b12023e5e274d', '573696416e3b12023e54e084', '573696e36e3b12023e5e2a98', '573696e46e3b12023e5e31a9', '573698626e3b12023e728527', '573696416e3b12023e54dd14', '573696e36e3b12023e5e23f4', '573696e36e3b12023e5e25fa', '573696e36e3b12023e5e22e9', '573696416e3b12023e54df30', '573696e46e3b12023e5e34f7', '573697ce6e3b12023e6ae2e7', '573696546e3b12023e56101f', '573696e56e3b12023e5e41ff', '573696e46e3b12023e5e34f1']",34,24,37242.0
448736,Emmanuel S. Pilli,"['43362', '92877', '94911', '143188', '157532', '159506', '387765', '389701', '635417', '1018858', '1041295', '1186856', '1249394', '1347520', '1348775', '1371656', '1379975', '1384751', '1384763', '1606286', '1645512', '1705066', '1730827', '1736150']","['573697076e3b12023e6018f8', '58d82ff6d649053542fdd37d', '555037747cea80f95418831f', '573697a86e3b12023e68c93b', '58d82fc1d649053542fd40af', '573696196e3b12023e52afff', '573696db6e3b12023e5db0e9', '58d82ffed649053542fded36', '5736982e6e3b12023e6ff6f3', '573698556e3b12023e71c586', '555037197cea80f954173272', '573696516e3b12023e55ecce', '57d06406ac44367354299e3b', '573696bf6e3b12023e5c065e', '5736982e6e3b12023e6ff6c5', '58437789ac44360f10843e4b']",24,16,7118.0
453928,Eric Clavier,"['586040', '719828', '752389', '843705', '889843', '1026691', '1111773', '1122701', '1599842', '1621516', '1621664', '1903340']","['5736974b6e3b12023e636eb9', '5736979d6e3b12023e682eeb', '573698076e3b12023e6ded73', '573698116e3b12023e6e62bb']",12,4,5949.0
462476,Esin O. Kiris,"['122787', '146077', '268799', '340772', '651629', '737527', '1038654', '1138280', '1139301', '1269124', '1307477', '1395273', '1436914', '1452160']","['573698536e3b12023e71a2c4', '573696e46e3b12023e5e3536', '555036f07cea80f95416797e', '573696e66e3b12023e5e4690', '573698626e3b12023e7284ce', '573698546e3b12023e71b813']",14,6,37242.0
464806,Eugen Barbu,"['20896', '68933', '496320', '631486', '1336317', '1436428', '1599702', '1621516', '1721966', '1903340']","['5736979e6e3b12023e683591', '573698206e3b12023e6f32f5', '5736974b6e3b12023e636d47', '573698206e3b12023e6f3261', '5736974b6e3b12023e636a27', '573697f96e3b12023e6d3905', '573698786e3b12023e738968', '573697b36e3b12023e69555a', '5736979c6e3b12023e682457', '573698116e3b12023e6e62a3', '573697cb6e3b12023e6ab303', '573697e46e3b12023e6c1c27']",10,12,5949.0
468491,Evan J. Griffiths,"['541174', '1314319', '1429859', '1430270', '1589270']","['573695646e3b12023e48a493', '5736969e6e3b12023e5a6a32', '573695f46e3b12023e5089fa', '573695e46e3b12023e4fa2ad', '573695ce6e3b12023e4e7536', '573696756e3b12023e58210c', '573695776e3b12023e49ab16']",5,7,7808.0
471509,Ezra Black,"['107669', '180278', '308483', '327520', '367504', '404414', '432531', '515274', '541182', '633163', '807215', '848667', '1084192', '1178101', '1236149', '1278613', '1383029', '1414247', '1420862', '1422224', '1432546', '1449355', '1479802', '1590584', '1597303', '1686043', '1690700', '1822530', '1846967', '1850923', '1865711']","['573696da6e3b12023e5d9975', '573696fe6e3b12023e5f94d4', '573696d96e3b12023e5d8cc4', '573696d96e3b12023e5d92e8', '573696da6e3b12023e5d99d2', '5736980d6e3b12023e6e4468', '573696ff6e3b12023e5f9b20', '573698266e3b12023e6f7b8f', '573696d96e3b12023e5d8a15', '5736986a6e3b12023e72ed92', '573696fe6e3b12023e5f9274', '573695f96e3b12023e50d137', '555036d87cea80f95415e717', '573697886e3b12023e66e67e']",31,14,1360.0
476306,F. Tan,"['8689', '448508', '460800', '577565', '965574', '1211485', '1276822']","['573696636e3b12023e570313', '573697e86e3b12023e6c4aaf']",7,2,7812.0
487602,Faycel El Ayeb,"['483763', '675920', '1037212', '1181154', '1777890']","['573696f86e3b12023e5f3f67', '573697d46e3b12023e6b360e', '573698436e3b12023e70ca90']",5,3,5949.0
491360,Felix Weiss,"['145520', '191543', '1095517', '1151356', '1581524', '1666431', '1742562']","['573695446e3b12023e47250b', '555036be7cea80f95414fd75', '573696046e3b12023e517816', '5736960c6e3b12023e51fa65', '573696136e3b12023e525fd0', '5736987d6e3b12023e73d0b0', '573696126e3b12023e524903', '573696426e3b12023e54f61a']",7,8,3975.0
